9  	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	12
9	11
9	11
9	11
9	11
9	11
9	11
9	12
9	12
9	13
9	13
9	14
9	14
9	14
9	14
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	12
9	12
9	13
9	13
9	14
9	14
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
10	15
10	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	15
9	14
9	14
9	15
9	15
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	14
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
10	13
10	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
9	13
10	13
10	13
10	13
