1695208310.5376022, 0, 0
1695208310.547673, 0, 0
1695208310.5577772, 0, 0
1695208310.567905, 0, 1
1695208310.577979, 2048, 1
1695208310.588085, 3072, 1
1695208310.598173, 4096, 1
1695208310.6082554, 6144, 1
1695208310.618376, 6144, 1
1695208310.6284826, 9216, 1
1695208310.6385841, 10240, 1
1695208310.6487248, 12288, 1
1695208310.6587996, 10240, 1
1695208310.6689122, 10240, 1
1695208310.6790683, 9216, 1
1695208310.689577, 7168, 1
1695208310.699755, 6144, 1
1695208310.709862, 6144, 1
1695208310.719911, 6144, 1
1695208310.7300353, 6144, 1
1695208310.740147, 7168, 1
1695208310.7502394, 6144, 1
1695208310.760339, 7168, 1
1695208310.7704701, 4096, 1
1695208310.7810197, 0, 1
1695208310.791052, 6144, 1
1695208310.8011549, 22528, 1
1695208310.811212, 19456, 1
1695208310.821312, 13312, 1
1695208310.8314133, 9216, 1
1695208310.8415222, 6144, 1
1695208310.851627, 9216, 1
1695208310.8617542, 8192, 1
1695208310.8719704, 19456, 1
1695208310.8820522, 36864, 1
1695208310.892172, 49152, 1
1695208310.902285, 49152, 1
1695208310.9123902, 52224, 1
1695208310.9224796, 51200, 1
1695208310.932604, 52224, 1
1695208310.9427378, 55296, 1
1695208310.9528236, 51200, 1
1695208310.962948, 50176, 1
1695208310.973063, 48128, 1
1695208310.9831617, 51200, 1
1695208310.9932654, 53248, 1
1695208311.0033925, 58368, 1
1695208311.01343, 61440, 1
1695208311.0235143, 66560, 1
1695208311.0336268, 67584, 1
1695208311.0437229, 69632, 1
1695208311.0538952, 70656, 1
1695208311.0639994, 71680, 1
1695208311.0740798, 73728, 1
1695208311.084149, 74752, 1
1695208311.0942838, 75776, 1
1695208311.1043868, 75776, 1
1695208311.1144843, 72704, 1
1695208311.124536, 71680, 1
1695208311.134648, 67584, 1
1695208311.144737, 74752, 1
1695208311.1548104, 77824, 1
1695208311.164958, 86016, 1
1695208311.1751373, 87040, 1
1695208311.18525, 84992, 1
1695208311.1953688, 87040, 1
1695208311.205448, 91136, 1
1695208311.2155442, 92160, 1
1695208311.2256548, 94208, 1
1695208311.2357695, 96256, 1
1695208311.2458935, 97280, 1
1695208311.2559707, 91136, 1
1695208311.2660418, 93184, 1
1695208311.276149, 89088, 1
1695208311.2862418, 88064, 1
1695208311.2963462, 92160, 1
1695208311.306513, 91136, 1
1695208311.3165956, 94208, 1
1695208311.3267264, 96256, 1
1695208311.3368433, 98304, 1
1695208311.346976, 96256, 1
1695208311.3570468, 102400, 1
1695208311.367212, 101376, 1
1695208311.3773725, 108544, 1
1695208311.3874114, 118784, 1
1695208311.3974864, 120832, 1
1695208311.4076154, 121856, 1
1695208311.4177265, 121856, 1
1695208311.4278324, 123904, 1
1695208311.4379535, 123904, 1
1695208311.448097, 126976, 1
1695208311.4583106, 129024, 1
1695208311.4684117, 131072, 1
1695208311.4785914, 132096, 1
1695208311.4887526, 133120, 1
1695208311.4988427, 135168, 1
1695208311.5089183, 136192, 1
1695208311.5190148, 138240, 1
1695208311.5290737, 139264, 1
1695208311.5391412, 141312, 1
1695208311.5492868, 139264, 1
1695208311.559423, 142336, 1
1695208311.5694997, 143360, 1
1695208311.5796316, 144384, 1
1695208311.589729, 147456, 1
1695208311.5998223, 149504, 1
1695208311.609949, 150528, 1
1695208311.6200562, 151552, 1
1695208311.6301565, 153600, 1
1695208311.6402304, 154624, 1
1695208311.6509125, 156672, 1
1695208311.6610296, 156672, 1
1695208311.6711512, 158720, 1
1695208311.6812568, 160768, 1
1695208311.6913273, 161792, 1
1695208311.701422, 163840, 1
1695208311.7115166, 165888, 1
1695208311.7216344, 165888, 1
1695208311.7317386, 164864, 1
1695208311.7418094, 171008, 1
1695208311.751918, 168960, 1
1695208311.7620275, 171008, 1
1695208311.772099, 171008, 1
1695208311.7822, 174080, 1
1695208311.7923148, 174080, 1
1695208311.8023875, 178176, 1
1695208311.8124743, 178176, 1
1695208311.8225958, 176128, 1
1695208311.8327343, 182272, 1
1695208311.8428218, 184320, 1
1695208311.8529513, 185344, 1
1695208311.863058, 184320, 1
1695208311.8731484, 185344, 1
1695208311.883222, 188416, 1
1695208311.8933146, 188416, 1
1695208311.9034455, 189440, 1
1695208311.913508, 191488, 1
1695208311.9235973, 195584, 1
1695208311.9337022, 195584, 1
1695208311.9437718, 196608, 1
1695208311.953902, 198656, 1
1695208311.9640172, 199680, 1
1695208311.974088, 201728, 1
1695208311.98418, 203776, 1
1695208311.9942954, 204800, 1
1695208312.0044713, 206848, 1
1695208312.014571, 204800, 1
1695208312.024652, 205824, 1
1695208312.0347574, 206848, 1
1695208312.044853, 209920, 1
1695208312.0549245, 212992, 1
1695208312.0650315, 215040, 1
1695208312.0751462, 217088, 1
1695208312.0852795, 217088, 1
1695208312.095841, 220160, 1
1695208312.1059604, 221184, 1
1695208312.1160836, 223232, 1
1695208312.1261842, 224256, 1
1695208312.1362848, 225280, 1
1695208312.1463966, 227328, 1
1695208312.1564891, 227328, 1
1695208312.166612, 230400, 1
1695208312.1767373, 226304, 1
1695208312.186811, 218112, 1
1695208312.1969142, 209920, 1
1695208312.2070284, 201728, 1
1695208312.2171133, 193536, 1
1695208312.2273629, 185344, 1
1695208312.2375083, 177152, 1
1695208312.2476375, 168960, 1
1695208312.257788, 160768, 1
1695208312.2678878, 152576, 1
1695208312.2779887, 144384, 1
1695208312.288095, 136192, 1
1695208312.2981718, 128000, 1
1695208312.3083043, 119808, 1
1695208312.3184114, 111616, 1
1695208312.328507, 103424, 1
1695208312.3385942, 95232, 1
1695208312.349024, 87040, 1
1695208312.3591425, 78848, 1
1695208312.3691766, 70656, 1
1695208312.379276, 62464, 1
1695208312.3893921, 54272, 1
1695208312.399474, 46080, 1
1695208312.4096413, 37888, 1
1695208312.4199839, 29696, 1
1695208312.4300551, 35840, 1
1695208312.4401689, 41984, 1
1695208312.4503043, 44032, 1
1695208312.4604568, 45056, 1
1695208312.4706285, 44032, 1
1695208312.4807427, 44032, 1
1695208312.4908385, 44032, 1
1695208312.5009491, 46080, 1
1695208312.511025, 47104, 1
1695208312.521122, 53248, 1
1695208312.531264, 62464, 1
1695208312.5413888, 63488, 1
1695208312.551436, 65536, 1
1695208312.5615807, 65536, 1
1695208312.5717065, 67584, 1
1695208312.5818284, 69632, 1
1695208312.5919745, 70656, 1
1695208312.6020565, 72704, 1
1695208312.6121733, 74752, 1
1695208312.6222422, 73728, 1
1695208312.6323454, 73728, 1
1695208312.6424606, 71680, 1
1695208312.6524928, 70656, 1
1695208312.6632252, 78848, 1
1695208312.673354, 81920, 1
1695208312.6834416, 83968, 1
1695208312.6935256, 86016, 1
1695208312.7036052, 90112, 1
1695208312.7137172, 90112, 1
1695208312.7238138, 94208, 1
1695208312.7339845, 94208, 1
1695208312.7440836, 94208, 1
1695208312.7541542, 90112, 1
1695208312.7642999, 87040, 1
1695208312.7743957, 84992, 1
1695208312.7844563, 90112, 1
1695208312.7945433, 97280, 1
1695208312.804595, 101376, 1
1695208312.8146675, 103424, 1
1695208312.824792, 104448, 1
1695208312.8348308, 106496, 1
1695208312.8449311, 108544, 1
1695208312.8550293, 110592, 1
1695208312.8651028, 111616, 1
1695208312.8752434, 113664, 1
1695208312.8853152, 113664, 1
1695208312.8953974, 115712, 1
1695208312.9055505, 117760, 1
1695208312.9156272, 116736, 1
1695208312.9257004, 117760, 1
1695208312.9358327, 115712, 1
1695208312.9459412, 114688, 1
1695208312.9560368, 110592, 1
1695208312.9661858, 107520, 1
1695208312.9762914, 103424, 1
1695208312.986413, 100352, 1
1695208312.9965246, 98304, 1
1695208313.0065715, 94208, 1
1695208313.0166638, 94208, 1
1695208313.0266957, 92160, 1
1695208313.036808, 102400, 1
1695208313.0468836, 107520, 1
1695208313.0573719, 109568, 1
1695208313.0674973, 115712, 1
1695208313.0776029, 113664, 1
1695208313.0877385, 116736, 1
1695208313.0978107, 115712, 1
1695208313.1079133, 121856, 1
1695208313.1180365, 137216, 1
1695208313.1281059, 150528, 1
1695208313.1381786, 150528, 1
1695208313.1483412, 152576, 1
1695208313.1584935, 152576, 1
1695208313.1685634, 154624, 1
1695208313.1786368, 155648, 1
1695208313.1887457, 157696, 1
1695208313.1988397, 158720, 1
1695208313.2089248, 159744, 1
1695208313.2190576, 160768, 1
1695208313.2292733, 162816, 1
1695208313.2393787, 165888, 1
1695208313.249473, 166912, 1
1695208313.259545, 167936, 1
1695208313.2696183, 168960, 1
1695208313.2797694, 169984, 1
1695208313.2898974, 171008, 1
1695208313.3000212, 173056, 1
1695208313.3101878, 175104, 1
1695208313.3203669, 175104, 1
1695208313.3304436, 178176, 1
1695208313.3405085, 179200, 1
1695208313.3506362, 177152, 1
1695208313.3607106, 177152, 1
1695208313.370798, 177152, 1
1695208313.3808827, 177152, 1
1695208313.3910515, 175104, 1
1695208313.4011412, 175104, 1
1695208313.4112847, 176128, 1
1695208313.4213576, 176128, 1
1695208313.4314492, 176128, 1
1695208313.441566, 177152, 1
1695208313.4520879, 176128, 1
1695208313.462195, 184320, 1
1695208313.4723113, 183296, 1
1695208313.4823866, 188416, 1
1695208313.4924948, 200704, 1
1695208313.5025527, 199680, 1
1695208313.512645, 193536, 1
1695208313.5227206, 192512, 1
1695208313.5328455, 187392, 1
1695208313.542943, 183296, 1
1695208313.553049, 186368, 1
1695208313.5631614, 183296, 1
1695208313.573233, 185344, 1
1695208313.5833585, 188416, 1
1695208313.5934289, 192512, 1
1695208313.6035287, 200704, 1
1695208313.6136186, 218112, 1
1695208313.6236613, 220160, 1
1695208313.633747, 221184, 1
1695208313.6438596, 223232, 1
1695208313.6539638, 222208, 1
1695208313.663988, 226304, 1
1695208313.674057, 227328, 1
1695208313.6842837, 228352, 1
1695208313.6943555, 229376, 1
1695208313.7044518, 231424, 1
1695208313.714627, 233472, 1
1695208313.7250564, 234496, 1
1695208313.7351294, 235520, 1
1695208313.745235, 237568, 1
1695208313.7553291, 238592, 1
1695208313.765413, 240640, 1
1695208313.7755315, 241664, 1
1695208313.7856047, 241664, 1
1695208313.7956882, 234496, 1
1695208313.805796, 226304, 1
1695208313.8161163, 218112, 1
1695208313.8261678, 209920, 1
1695208313.83645, 201728, 1
1695208313.8465662, 193536, 1
