,train_step,reward_mean,reward_std
0,0,380368.7932,0.0
1,1,379310.9212,0.0
2,2,380182.5298,0.0
3,3,380668.6168,0.0
4,4,380046.0898,0.0
5,5,384113.3876,0.0
6,6,379882.5194,0.0
7,7,379408.1852,0.0
8,8,377782.651,0.0
9,9,376097.5668,0.0
10,10,372757.004,0.0
11,11,374844.0688,0.0
12,12,281972.8012,0.0
13,13,165270.0028,0.0
14,14,376577.1192,0.0
15,15,372192.609,0.0
16,16,372239.2902,0.0
17,17,374354.3812,0.0
18,18,375341.375,0.0
19,19,374155.1522,0.0
20,20,371870.6306,0.0
21,21,375410.1086,0.0
22,22,375165.2876,0.0
23,23,373731.2514,0.0
24,24,373549.7044,0.0
25,25,376728.028,0.0
26,26,375249.9056,0.0
27,27,375279.2754,0.0
28,28,375781.686,0.0
29,29,374884.9484,0.0
30,30,374647.6536,0.0
31,31,373574.2288,0.0
32,32,375639.6776,0.0
33,33,373558.8016,0.0
34,34,373798.1288,0.0
35,35,372336.5112,0.0
36,36,374311.758,0.0
37,37,374056.3144,0.0
38,38,375196.712,0.0
39,39,375820.6384,0.0
